image_path,image_pred,image_pro
0.0,0.0,2.7188260555267334
0.0,0.0,0.7578687071800232
0.0,0.0,4.992245674133301
2.0,2.0,6.098435878753662
21.0,21.0,3.9836530685424805
21.0,21.0,2.2200677394866943
21.0,21.0,-2.035458564758301
21.0,21.0,-4.1366777420043945
21.0,21.0,2.080702304840088
21.0,21.0,-0.32719698548316956
21.0,21.0,-1.841933012008667
2.0,2.0,1.0613278150558472
21.0,21.0,-2.680006742477417
21.0,21.0,0.32682541012763977
21.0,21.0,-0.5811693072319031
21.0,21.0,-0.2625040113925934
21.0,21.0,5.611705780029297
21.0,21.0,2.1586556434631348
21.0,21.0,2.9402544498443604
21.0,21.0,4.258065223693848
2.0,2.0,2.2559375762939453
21.0,21.0,-2.041783571243286
21.0,21.0,0.30996373295783997
21.0,21.0,3.2125396728515625
21.0,21.0,-0.10707180202007294
21.0,21.0,1.2032719850540161
21.0,21.0,1.7079609632492065
21.0,21.0,0.8558249473571777
21.0,21.0,1.0021971464157104
2.0,2.0,0.7395956516265869
21.0,21.0,5.030168533325195
21.0,21.0,1.955497145652771
21.0,21.0,0.5923529863357544
21.0,21.0,-0.8505317568778992
21.0,21.0,2.42872953414917
21.0,21.0,2.0627553462982178
21.0,21.0,2.5661473274230957
21.0,21.0,7.37729549407959
21.0,21.0,-4.826399326324463
21.0,21.0,4.111392974853516
21.0,21.0,3.8867545127868652
21.0,21.0,6.096658706665039
21.0,21.0,0.04853738844394684
21.0,24.0,-1.326026439666748
21.0,21.0,0.16171900928020477
21.0,21.0,4.242668151855469
21.0,29.0,-1.0761950016021729
21.0,21.0,-1.0841351747512817
21.0,21.0,0.4057163894176483
21.0,21.0,2.9598257541656494
21.0,21.0,0.13443167507648468
21.0,14.0,-0.3314763903617859
21.0,21.0,-0.48935022950172424
21.0,21.0,2.6746444702148438
21.0,21.0,-5.044658184051514
21.0,21.0,2.615654230117798
21.0,21.0,-2.4195401668548584
21.0,21.0,-0.9645147323608398
21.0,21.0,-3.1320061683654785
2.0,2.0,1.5772323608398438
21.0,21.0,-2.203256607055664
21.0,21.0,1.3986140489578247
21.0,16.0,-1.5993092060089111
21.0,21.0,2.2249326705932617
21.0,21.0,4.911664009094238
21.0,21.0,2.079718589782715
21.0,21.0,2.101271152496338
21.0,21.0,3.1770317554473877
21.0,21.0,-3.598451614379883
2.0,2.0,0.311280220746994
21.0,21.0,-1.0329874753952026
21.0,21.0,3.2615158557891846
21.0,21.0,3.3270835876464844
21.0,21.0,-2.6069388389587402
21.0,21.0,-2.126633644104004
21.0,21.0,0.4093846380710602
21.0,21.0,4.241274356842041
21.0,21.0,0.907776951789856
2.0,2.0,-2.937281847000122
21.0,21.0,4.758912086486816
21.0,21.0,-0.22431616485118866
21.0,21.0,2.0025744438171387
21.0,21.0,3.4322776794433594
21.0,21.0,3.884902000427246
21.0,21.0,-0.8206720948219299
21.0,21.0,1.7925509214401245
21.0,21.0,0.33219024538993835
21.0,21.0,1.6363333463668823
0.0,0.0,-0.9278226494789124
2.0,2.0,3.0925190448760986
21.0,21.0,-1.1586217880249023
21.0,21.0,-1.0950380563735962
21.0,21.0,8.153905868530273
21.0,21.0,0.5822733044624329
21.0,21.0,-2.125739097595215
21.0,21.0,5.408490180969238
21.0,21.0,0.8789345026016235
2.0,2.0,6.317872524261475
21.0,21.0,-2.35675311088562
21.0,21.0,1.1695104837417603
21.0,21.0,1.4420629739761353
21.0,21.0,4.235732078552246
21.0,21.0,0.5408416390419006
21.0,21.0,-0.6499810218811035
2.0,2.0,-1.1883119344711304
21.0,21.0,2.3843283653259277
21.0,21.0,0.5312284827232361
21.0,21.0,-1.2973064184188843
21.0,21.0,-2.513490676879883
21.0,21.0,-1.9065669775009155
21.0,21.0,3.26914119720459
21.0,21.0,4.524017333984375
21.0,21.0,6.563952445983887
2.0,2.0,2.110358715057373
21.0,21.0,-3.078200101852417
21.0,21.0,-1.2285668849945068
21.0,21.0,0.34657713770866394
21.0,21.0,-2.5381760597229004
21.0,21.0,-5.301419258117676
21.0,21.0,1.6403717994689941
2.0,2.0,2.7030532360076904
21.0,21.0,1.3384966850280762
21.0,21.0,-0.060744866728782654
21.0,21.0,1.542746663093567
21.0,21.0,-0.8619329929351807
21.0,21.0,-2.643008232116699
21.0,21.0,-0.11137203872203827
21.0,21.0,6.473697185516357
2.0,2.0,8.838264465332031
21.0,21.0,-2.0946037769317627
21.0,21.0,4.376898288726807
21.0,27.0,-2.278367280960083
21.0,21.0,6.874961853027344
21.0,21.0,-1.9322212934494019
21.0,21.0,-1.4769035577774048
21.0,21.0,5.091123580932617
21.0,21.0,-1.1958686113357544
21.0,21.0,-1.3107049465179443
2.0,2.0,-1.0029710531234741
21.0,21.0,2.780219078063965
21.0,21.0,-3.563509941101074
21.0,21.0,-1.6137181520462036
21.0,21.0,-2.472675323486328
21.0,21.0,-1.8925122022628784
21.0,21.0,0.3241753876209259
21.0,21.0,-2.6698546409606934
2.0,2.0,-1.0079050064086914
21.0,21.0,-0.14512388408184052
21.0,21.0,-0.9480928778648376
21.0,21.0,0.6551105380058289
21.0,21.0,-0.5074596405029297
21.0,21.0,2.502868175506592
21.0,21.0,0.44828858971595764
21.0,21.0,2.406827449798584
2.0,2.0,0.5038586854934692
21.0,21.0,2.222332000732422
21.0,21.0,-3.5069429874420166
21.0,21.0,4.072286605834961
21.0,21.0,-2.9501025676727295
21.0,21.0,0.6295947432518005
21.0,21.0,-2.3274688720703125
21.0,21.0,-2.5950217247009277
21.0,21.0,-1.0655933618545532
2.0,2.0,0.7834395170211792
21.0,21.0,0.6023647785186768
21.0,21.0,-1.1257773637771606
21.0,21.0,0.9022738337516785
21.0,21.0,0.5509448051452637
21.0,21.0,-0.5974990725517273
2.0,2.0,4.540578842163086
21.0,21.0,3.5463624000549316
21.0,21.0,1.8936530351638794
21.0,21.0,4.2680559158325195
21.0,21.0,1.3279310464859009
21.0,21.0,1.1138088703155518
21.0,21.0,-2.0243330001831055
21.0,21.0,-0.5830854773521423
2.0,2.0,6.0864033699035645
21.0,21.0,-2.054478406906128
21.0,21.0,6.545433521270752
21.0,21.0,-1.839091420173645
21.0,21.0,-0.10550682246685028
21.0,21.0,3.807827949523926
21.0,21.0,2.173348903656006
21.0,21.0,2.102043390274048
21.0,21.0,1.7728666067123413
21.0,21.0,-1.1291332244873047
21.0,21.0,1.07553231716156
2.0,2.0,2.6474826335906982
21.0,21.0,-0.7662057876586914
21.0,21.0,-1.5951895713806152
21.0,21.0,-2.2702136039733887
21.0,21.0,-0.19859139621257782
21.0,21.0,1.67153000831604
2.0,2.0,4.173769950866699
21.0,21.0,0.5304091572761536
21.0,21.0,2.1880030632019043
