image_path,image_pred,image_pro
./ext_data/img_v3_11029.jpg,2.0,-4.16756534576416
./ext_data/img_v3_25111.jpg,5.0,0.024260248988866806
./ext_data/img_v3_28860.jpg,17.0,0.678945004940033
./ext_data/img_v3_23090.jpg,38.0,0.6549316048622131
./ext_data/img_v3_13039.jpg,17.0,-5.653697967529297
./ext_data/img_v3_24546.jpg,4.0,0.5851765275001526
./ext_data/img_v3_22743.jpg,30.0,-2.3841042518615723
./ext_data/img_v3_23889.jpg,20.0,-0.023446008563041687
./ext_data/img_v3_13277.jpg,9.0,-0.11709583550691605
./ext_data/img_v3_19828.jpg,13.0,-1.3548856973648071
./ext_data/img_v3_556.jpg,9.0,-0.10138102620840073
./ext_data/img_v3_34592.jpg,32.0,2.171640396118164
./ext_data/img_v3_8174.jpg,9.0,2.518214464187622
./ext_data/img_v3_8826.jpg,13.0,-1.0323506593704224
./ext_data/img_v3_28097.jpg,14.0,-2.5681276321411133
./ext_data/img_v3_25455.jpg,29.0,1.8024190664291382
./ext_data/img_v3_12387.jpg,11.0,1.5036512613296509
./ext_data/img_v3_21556.jpg,20.0,3.3161394596099854
./ext_data/img_v3_19900.jpg,10.0,-3.1975746154785156
./ext_data/img_v3_18697.jpg,29.0,-1.1324738264083862
./ext_data/img_v3_35017.jpg,33.0,1.811737060546875
./ext_data/img_v3_20691.jpg,27.0,-0.14586156606674194
./ext_data/img_v3_10072.jpg,9.0,-0.9575700759887695
./ext_data/img_v3_20048.jpg,34.0,0.24927881360054016
./ext_data/img_v3_27840.jpg,33.0,-7.049286365509033
./ext_data/img_v3_26059.jpg,21.0,-4.7647385597229
./ext_data/img_v3_23284.jpg,20.0,-1.9749699831008911
./ext_data/img_v3_38794.jpg,9.0,1.1301085948944092
./ext_data/img_v3_15233.jpg,17.0,-1.4173575639724731
./ext_data/img_v3_29632.jpg,20.0,-1.4894791841506958
./ext_data/img_v3_5308.jpg,11.0,2.808652400970459
./ext_data/img_v3_30330.jpg,33.0,-3.671823501586914
./ext_data/img_v3_34830.jpg,39.0,-6.638658046722412
./ext_data/img_v3_38018.jpg,7.0,6.229851245880127
./ext_data/img_v3_30576.jpg,37.0,0.3840026259422302
./ext_data/img_v3_1287.jpg,8.0,3.468895435333252
./ext_data/img_v3_4295.jpg,12.0,-0.7812888026237488
./ext_data/img_v3_28546.jpg,32.0,1.8559540510177612
./ext_data/img_v3_17853.jpg,20.0,-3.315521717071533
./ext_data/img_v3_12696.jpg,13.0,-0.024026531726121902
./ext_data/img_v3_12625.jpg,30.0,-1.4354405403137207
./ext_data/img_v3_36559.jpg,23.0,-0.3167172074317932
./ext_data/img_v3_14337.jpg,24.0,1.1436877250671387
./ext_data/img_v3_29526.jpg,2.0,-2.210331678390503
./ext_data/img_v3_23148.jpg,16.0,-1.6835087537765503
./ext_data/img_v3_33459.jpg,29.0,4.8258056640625
./ext_data/img_v3_25654.jpg,5.0,1.3047913312911987
./ext_data/img_v3_14083.jpg,20.0,1.6786609888076782
./ext_data/img_v3_25347.jpg,16.0,-2.453087329864502
./ext_data/img_v3_9099.jpg,11.0,1.352266788482666
./ext_data/img_v3_27462.jpg,24.0,2.6398568153381348
./ext_data/img_v3_12850.jpg,8.0,-4.686483860015869
./ext_data/img_v3_16004.jpg,17.0,-3.798072099685669
./ext_data/img_v3_35087.jpg,23.0,-0.1756976693868637
./ext_data/img_v3_32195.jpg,27.0,1.3525642156600952
./ext_data/img_v3_13089.jpg,8.0,0.7236227989196777
./ext_data/img_v3_30316.jpg,30.0,4.0934157371521
./ext_data/img_v3_23819.jpg,38.0,-0.026575641706585884
./ext_data/img_v3_12861.jpg,17.0,-2.0405492782592773
./ext_data/img_v3_8825.jpg,12.0,-0.6104581356048584
./ext_data/img_v3_33305.jpg,8.0,-7.71668004989624
./ext_data/img_v3_17879.jpg,39.0,1.09060800075531
./ext_data/img_v3_33851.jpg,9.0,4.834207534790039
./ext_data/img_v3_9818.jpg,11.0,2.446645975112915
./ext_data/img_v3_1132.jpg,8.0,4.621347427368164
./ext_data/img_v3_37865.jpg,6.0,-3.2490787506103516
./ext_data/img_v3_20671.jpg,27.0,-2.981534004211426
./ext_data/img_v3_10008.jpg,16.0,-0.844010055065155
./ext_data/img_v3_31425.jpg,24.0,0.9820412993431091
./ext_data/img_v3_28472.jpg,16.0,1.9634456634521484
./ext_data/img_v3_17295.jpg,36.0,0.5268266797065735
./ext_data/img_v3_13965.jpg,12.0,2.165067434310913
./ext_data/img_v3_33687.jpg,3.0,0.6571199297904968
./ext_data/img_v3_19917.jpg,1.0,-3.6384336948394775
./ext_data/img_v3_29348.jpg,19.0,0.37966838479042053
./ext_data/img_v3_38211.jpg,7.0,2.617675304412842
./ext_data/img_v3_29696.jpg,6.0,3.8194358348846436
./ext_data/img_v3_20130.jpg,32.0,-2.9404549598693848
./ext_data/img_v3_14679.jpg,19.0,-1.8534910678863525
./ext_data/img_v3_27479.jpg,20.0,-1.496551513671875
./ext_data/img_v3_29543.jpg,2.0,5.12156343460083
./ext_data/img_v3_33641.jpg,37.0,-4.22650146484375
./ext_data/img_v3_16450.jpg,36.0,-2.8346431255340576
./ext_data/img_v3_23545.jpg,20.0,-2.5433123111724854
./ext_data/img_v3_22702.jpg,38.0,-3.2151639461517334
./ext_data/img_v3_17398.jpg,33.0,2.0927038192749023
./ext_data/img_v3_19761.jpg,1.0,-2.7605950832366943
./ext_data/img_v3_8199.jpg,27.0,-1.1862684488296509
./ext_data/img_v3_2445.jpg,2.0,-0.2609170973300934
./ext_data/img_v3_16174.jpg,27.0,-5.883181095123291
./ext_data/img_v3_30623.jpg,21.0,-4.10758638381958
./ext_data/img_v3_15077.jpg,5.0,0.7032978534698486
./ext_data/img_v3_9955.jpg,11.0,0.4431913197040558
./ext_data/img_v3_29103.jpg,0.0,3.18898868560791
./ext_data/img_v3_18047.jpg,20.0,-0.8744716048240662
./ext_data/img_v3_36933.jpg,5.0,-1.1414313316345215
./ext_data/img_v3_18993.jpg,32.0,-1.1631090641021729
./ext_data/img_v3_22007.jpg,20.0,2.542268753051758
./ext_data/img_v3_38727.jpg,9.0,-7.277673721313477
./ext_data/img_v3_21231.jpg,18.0,0.045631904155015945
./ext_data/img_v3_21702.jpg,15.0,-1.2376251220703125
./ext_data/img_v3_35439.jpg,33.0,2.117814779281616
./ext_data/img_v3_35119.jpg,0.0,-0.5672281384468079
./ext_data/img_v3_16060.jpg,32.0,0.23142991960048676
./ext_data/img_v3_6753.jpg,8.0,1.216380000114441
./ext_data/img_v3_32249.jpg,27.0,3.978560209274292
./ext_data/img_v3_17350.jpg,16.0,-0.12180861085653305
./ext_data/img_v3_13102.jpg,8.0,4.872154712677002
./ext_data/img_v3_21730.jpg,3.0,-3.6979780197143555
./ext_data/img_v3_24052.jpg,19.0,0.43606117367744446
./ext_data/img_v3_18306.jpg,1.0,-5.750592231750488
./ext_data/img_v3_32552.jpg,37.0,-0.5114349722862244
./ext_data/img_v3_24580.jpg,27.0,1.7342910766601562
./ext_data/img_v3_26004.jpg,21.0,-0.7766014337539673
./ext_data/img_v3_28242.jpg,19.0,-3.5327789783477783
./ext_data/img_v3_28793.jpg,17.0,-2.71116304397583
./ext_data/img_v3_7676.jpg,9.0,-1.6019527912139893
./ext_data/img_v3_17014.jpg,30.0,2.5642518997192383
./ext_data/img_v3_7833.jpg,11.0,1.7152999639511108
./ext_data/img_v3_10774.jpg,10.0,0.8935672044754028
./ext_data/img_v3_22119.jpg,20.0,-0.5358871221542358
