image_path,image_label
./ext_data/img_v3_25111.jpg,5
./ext_data/img_v3_28860.jpg,18
./ext_data/img_v3_24546.jpg,4
./ext_data/img_v3_23889.jpg,20
./ext_data/img_v3_13277.jpg,9
./ext_data/img_v3_34592.jpg,32
./ext_data/img_v3_8174.jpg,9
./ext_data/img_v3_25455.jpg,29
./ext_data/img_v3_21556.jpg,20
./ext_data/img_v3_19900.jpg,10
./ext_data/img_v3_18697.jpg,29
./ext_data/img_v3_35017.jpg,33
./ext_data/img_v3_20691.jpg,27
./ext_data/img_v3_26059.jpg,21
./ext_data/img_v3_38794.jpg,9
./ext_data/img_v3_15233.jpg,17
./ext_data/img_v3_5308.jpg,11
./ext_data/img_v3_38018.jpg,7
./ext_data/img_v3_4295.jpg,12
./ext_data/img_v3_28546.jpg,32
./ext_data/img_v3_36559.jpg,33
./ext_data/img_v3_33459.jpg,29
./ext_data/img_v3_14083.jpg,20
./ext_data/img_v3_9099.jpg,11
./ext_data/img_v3_35087.jpg,23
./ext_data/img_v3_32195.jpg,27
./ext_data/img_v3_13089.jpg,8
./ext_data/img_v3_30316.jpg,30
./ext_data/img_v3_23819.jpg,39
./ext_data/img_v3_8825.jpg,12
./ext_data/img_v3_33305.jpg,11
./ext_data/img_v3_17879.jpg,39
./ext_data/img_v3_33851.jpg,8
./ext_data/img_v3_9818.jpg,11
./ext_data/img_v3_1132.jpg,8
./ext_data/img_v3_37865.jpg,6
./ext_data/img_v3_10008.jpg,11
./ext_data/img_v3_31425.jpg,24
./ext_data/img_v3_28472.jpg,16
./ext_data/img_v3_17295.jpg,36
./ext_data/img_v3_13965.jpg,9
./ext_data/img_v3_33687.jpg,3
./ext_data/img_v3_19917.jpg,1
./ext_data/img_v3_29348.jpg,19
./ext_data/img_v3_29696.jpg,6
./ext_data/img_v3_27479.jpg,20
./ext_data/img_v3_29543.jpg,2
./ext_data/img_v3_17398.jpg,33
./ext_data/img_v3_19761.jpg,1
./ext_data/img_v3_8199.jpg,27
./ext_data/img_v3_9955.jpg,11
./ext_data/img_v3_29103.jpg,0
./ext_data/img_v3_36933.jpg,5
./ext_data/img_v3_22007.jpg,20
./ext_data/img_v3_21231.jpg,18
./ext_data/img_v3_35439.jpg,33
./ext_data/img_v3_32249.jpg,27
./ext_data/img_v3_13102.jpg,8
./ext_data/img_v3_21730.jpg,3
./ext_data/img_v3_24052.jpg,19
./ext_data/img_v3_24580.jpg,27
./ext_data/img_v3_26004.jpg,21
./ext_data/img_v3_17014.jpg,30
./ext_data/img_v3_7833.jpg,11
./ext_data/img_v3_10774.jpg,10
./ext_data/img_v3_6823.jpg,9
./ext_data/img_v3_34988.jpg,33
./ext_data/img_v3_5467.jpg,11
./ext_data/img_v3_7863.jpg,6
./ext_data/img_v3_33863.jpg,30
./ext_data/img_v3_20474.jpg,27
./ext_data/img_v3_17261.jpg,20
./ext_data/img_v3_7556.jpg,6
./ext_data/img_v3_37207.jpg,18
./ext_data/img_v3_11803.jpg,11
