image_path,image_label
./ext_data/img_v3_25111.jpg,5
./ext_data/img_v3_13277.jpg,9
./ext_data/img_v3_34592.jpg,32
./ext_data/img_v3_8174.jpg,9
./ext_data/img_v3_21556.jpg,20
./ext_data/img_v3_19900.jpg,10
./ext_data/img_v3_18697.jpg,29
./ext_data/img_v3_20691.jpg,27
./ext_data/img_v3_26059.jpg,21
./ext_data/img_v3_38794.jpg,9
./ext_data/img_v3_38018.jpg,7
./ext_data/img_v3_33459.jpg,29
./ext_data/img_v3_30316.jpg,30
./ext_data/img_v3_8825.jpg,12
./ext_data/img_v3_17879.jpg,39
./ext_data/img_v3_9818.jpg,11
./ext_data/img_v3_37865.jpg,6
./ext_data/img_v3_31425.jpg,24
./ext_data/img_v3_17295.jpg,36
./ext_data/img_v3_29348.jpg,19
./ext_data/img_v3_29696.jpg,6
./ext_data/img_v3_29543.jpg,2
./ext_data/img_v3_9955.jpg,11
./ext_data/img_v3_29103.jpg,0
./ext_data/img_v3_35439.jpg,33
./ext_data/img_v3_32249.jpg,27
./ext_data/img_v3_13102.jpg,8
./ext_data/img_v3_21730.jpg,3
./ext_data/img_v3_26004.jpg,21
./ext_data/img_v3_17014.jpg,30
./ext_data/img_v3_7833.jpg,11
./ext_data/img_v3_10774.jpg,10
./ext_data/img_v3_34988.jpg,33
./ext_data/img_v3_5467.jpg,11
./ext_data/img_v3_33863.jpg,30
./ext_data/img_v3_17261.jpg,20
./ext_data/img_v3_7556.jpg,6
./ext_data/img_v3_4428.jpg,39
./ext_data/img_v3_20976.jpg,18
./ext_data/img_v3_36747.jpg,38
./ext_data/img_v3_31764.jpg,25
./ext_data/img_v3_7884.jpg,8
./ext_data/img_v3_25868.jpg,30
./ext_data/img_v3_12076.jpg,11
./ext_data/img_v3_28894.jpg,0
./ext_data/img_v3_30386.jpg,30
./ext_data/img_v3_25279.jpg,0
./ext_data/img_v3_27861.jpg,14
./ext_data/img_v3_427.jpg,9
./ext_data/img_v3_24508.jpg,18
